match_id,home_team,away_team,home_goals,away_goals,result,home_player1,home_player2,home_player3,home_player4,home_player5,home_player6,home_player7,home_player8,home_player9,home_player10,home_player11,home_player12,home_player13,home_player14,away_player1,away_player2,away_player3,away_player4,away_player5,away_player6,away_player7,away_player8,away_player9,away_player10,away_player11,away_player12,away_player13,away_player14
22342,Arsenal,Leicester City,4,3,1, Petr Cech , Sead Kolasinac , Rob Holding , Nacho Monreal , Mohamed Elneny , Granit Xhaka , Alex Oxlade-Chamberlain , Hector Bellerin , Mesut Ozil , Danny Welbeck , Alexandre Lacazette , Aaron Ramsey , Olivier Giroud , Theo Walcott , Kasper Schmeichel , Christian Fuchs , Wes Morgan , Harry Maguire , Danny Simpson , Marc Albrighton , Matty James , Wilfred Ndidi , Riyad Mahrez , Shinji Okazaki , Jamie Vardy , Daniel Amartey , Demarai Gray , Kelechi Iheanacho 
22343,Brighton and Hove Albion,Manchester City,0,2,-1, Mat Ryan , Lewis Dunk , Markus Suttner , Shane Duffy , Bruno , Davy Propper , Solly March , Dale Stephens , Isaiah Brown , Pascal Gross , Tomer Hemed , Jamie Murphy , Anthony Knockaert , Glenn Murray , Ederson , Vincent Kompany , John Stones , Nicolas Otamendi , Fernandinho , Kyle Walker , David Silva , Kevin De Bruyne , Danilo , Sergio Aguero , Gabriel Jesus , Bernardo Silva , Leroy Sane , Raheem Sterling 
22344,Chelsea,Burnley,2,3,-1, Thibaut Courtois , Antonio Rudiger , David Luiz , Gary Cahill , NGolo Kante , Cesc Fabregas , Marcos Alonso , Cesar Azpilicueta , Willian , Jeremie Boga , Michy Batshuayi , Andreas Christensen  , Charly Musonda  , Alvaro Morata , Tom Heaton , Matthew Lowton , Stephen Ward , Ben Mee , James Tarkowski , Johann Gudmundsson , Robbie Brady , Steven Defour , Jack Cork , Sam Vokes , Jeff Hendrick , Scott Arfield , Jonathan Walters ,
22345,Crystal Palace,Huddersfield Town,0,3,-1, Wayne Hennessey , Timothy Fosu-Mensah , Scott Dann , Jairo Riedewald , Luka Milivojevic , Joel Ward , Patrick van Aanholt , Jason Puncheon , Christian Benteke , Ruben Loftus-Cheek , Wilfried Zaha , James Tomkins , Andros Townsend ,, Jonas Lossl , Zanka , Christopher Schindler , Chris Lowe , Tommy Smith , Tom Ince , Elias Kachunga , Kasey Palmer , Philip Billing , Aaron Mooy , Steve Mounie , Rajiv van La Parra , Danny Williams , Collin Quaner 
22346,Everton,Stoke City,1,0,1, Jordan Pickford , Phil Jagielka , Ashley Williams , Michael Keane , Idrissa Gueye , Dominic Calvert-Lewin , Leighton Baines , Morgan Schneiderlin , Wayne Rooney , Sandro Ramirez , Davy Klaassen , Cuco Martina , Kevin Mirallas , Tom Davies , Jack Butland , Ryan Shawcross , Kurt Zouma , Geoff Cameron , Mame Biram Diouf , Erik Pieters , Darren Fletcher , Joe Allen , Bojan , Xherdan Shaqiri , Saido Berahino , Eric Maxim Choupo-Moting , Peter Crouch ,
22347,Manchester United,West Ham United,4,0,1, David de Gea , Daley Blind , Antonio Valencia , Eric Bailly , Phil Jones , Paul Pogba , Henrikh Mkhitaryan , Nemanja Matic , Juan Mata , Marcus Rashford , Romelu Lukaku , Marouane Fellaini , Jesse Lingard , Anthony Martial , Joe Hart , Arthur Masuaku , Pablo Zabaleta , Angelo Ogbonna , Winston Reid , Andre Ayew , Edimilson Fernandes , Marko Arnautovic , Mark Noble , Pedro Obiang , Chicharito , Aaron Cresswell , Declan Rice , Diafra Sakho 
22348,Newcastle United,Tottenham Hotspur,0,2,-1, Robert Elliot , Javier Manquillo , Ciaran Clark , Florian Lejeune , Paul Dummett , Jonjo Shelvey , Christian Atsu , Isaac Hayden , Ayoze Perez , Matt Ritchie , Dwight Gayle , Chancel Mbemba , Jamaal Lascelles , Mikel Merino , Hugo Lloris , Ben Davies , Jan Vertonghen , Kyle Walker-Peters , Toby Alderweireld , Dele Alli , Eric Dier , Moussa Sissoko , Christian Eriksen , Mousa Dembele , Harry Kane , Son Heung-Min , Harry Winks , Victor Wanyama 
22349,Southampton,Swansea City,0,0,0, Fraser Forster , Jack Stephens , Maya Yoshida , Ryan Bertrand , Cedric Soares , James Ward-Prowse , Steven Davis , Dusan Tadic , Oriol Romeu , Nathan Redmond , Manolo Gabbiadini , Sam McQueen , Sofiane Boufal , Charlie Austin , Lukasz Fabianski , Federico Fernandez , Kyle Naughton , Alfie Mawson , Martin Olsson , Tom Carroll , Leroy Fer , Wayne Routledge , Leon Britton , Jordan Ayew , Tammy Abraham , Kyle Bartley , Jay Fulton , Oliver McBurnie 
22350,Watford,Liverpool,3,3,0, Heurelho Gomes , Miguel Britos , Jose Holebas , Younes Kaboul , Daryl Janmaat , Tom Cleverley , Nathaniel Chalobah , Abdoulaye Doucoure , Roberto Pereyra , Stefano Okaka , Nordin Amrabat , Kiko Femenia , Richarlison , Andre Gray , Simon Mignolet , Alberto Moreno , Trent Alexander-Arnold  , Joel Matip , Dejan Lovren , Emre Can , Jordan Henderson , Georginio Wijnaldum , Roberto Firmino , Sadio Mane , Mohamed Salah , Joseph Gomez  , James Milner , Divock Origi 
22351,West Bromwich Albion,AFC Bournemouth,1,0,1, Ben Foster , Chris Brunt , Allan Nyom , Craig Dawson , Ahmed Hegazi , Jake Livermore , Claudio Yacob , Matt Phillips , James McClean , Sam Field , Jay Rodriguez , Rekeem Harper , Salomon Rondon , Hal Robson-Kanu , Asmir Begovic , Charlie Daniels , Steve Cook , Nathan Ake , Simon Francis , Andrew Surman , Marc Pugh , Harry Arter , Ryan Fraser , Joshua King , Benik Afobe , Adam Smith , Jordon Ibe , Jermain Defoe 
22352,AFC Bournemouth,Watford,0,2,-1, Asmir Begovic , Charlie Daniels , Nathan Ake , Steve Cook , Adam Smith , Jordon Ibe , Ryan Fraser , Harry Arter , Andrew Surman , Benik Afobe , Joshua King , Marc Pugh , Lys Mousset , Jermain Defoe , Heurelho Gomes , Miguel Britos , Kiko Femenia , Jose Holebas , Sebastian Prodl , Tom Cleverley , Nathaniel Chalobah  , Abdoulaye Doucoure , Nordin Amrabat , Andre Gray , Richarlison , Christian Kabasele , Ben Watson  , Etienne Capoue 
22353,Burnley,West Bromwich Albion,0,1,-1, Tom Heaton , James Tarkowski , Matthew Lowton , Ben Mee , Stephen Ward , Johann Gudmundsson , Jack Cork , Steven Defour , Robbie Brady , Jeff Hendrick , Sam Vokes , Ashley Barnes , Jonathan Walters ,, Ben Foster , Chris Brunt , Craig Dawson , Allan Nyom , Ahmed Hegazi , Gareth Barry , James McClean , Matt Phillips , Jake Livermore , Sam Field , Jay Rodriguez , Salomon Rondon , Hal Robson-Kanu ,
22354,Huddersfield Town,Newcastle United,1,0,1, Jonas Lossl , Christopher Schindler , Zanka , Tommy Smith , Chris Lowe , Rajiv van La Parra , Tom Ince  , Elias Kachunga , Aaron Mooy , Philip Billing , Steve Mounie , Michael Hefele  , Kasey Palmer , Collin Quaner , Robert Elliot , Ciaran Clark , Jamaal Lascelles , Chancel Mbemba , Javier Manquillo , Isaac Hayden , Ayoze Perez , Matt Ritchie , Christian Atsu , Mikel Merino , Dwight Gayle , Jacob Murphy , Mohamed Diame , Joselu 
22355,Leicester City,Brighton and Hove Albion,2,0,1, Kasper Schmeichel , Wes Morgan , Harry Maguire , Danny Simpson , Christian Fuchs , Marc Albrighton , Riyad Mahrez , Matty James , Wilfred Ndidi , Jamie Vardy  , Shinji Okazaki , Demarai Gray  , Islam Slimani ,, Mat Ryan , Lewis Dunk , Bruno , Markus Suttner , Shane Duffy , Solly March , Dale Stephens , Jamie Murphy , Davy Propper , Glenn Murray , Pascal Gross , Anthony Knockaert , Tomer Hemed ,
22356,Liverpool,Crystal Palace,1,0,1, Simon Mignolet , Joel Matip , Andrew Robertson , Ragnar Klavan , Joseph Gomez , Georginio Wijnaldum , Jordan Henderson , James Milner , Daniel Sturridge , Sadio Mane , Roberto Firmino , Dejan Lovren , Mohamed Salah , Dominic Solanke , Wayne Hennessey , Scott Dann , Timothy Fosu-Mensah , James Tomkins , Luka Milivojevic , Jason Puncheon , Ruben Loftus-Cheek , Joel Ward , Patrick van Aanholt , Christian Benteke , Andros Townsend , Jeffrey Schlupp , Sullay Kaikai , James McArthur 
22357,Manchester City,Everton,1,1,0, Ederson , John Stones , Vincent Kompany , Nicolas Otamendi , David Silva , Fernandinho , Leroy Sane , Kevin De Bruyne , Kyle Walker , Sergio Aguero , Gabriel Jesus , Danilo , Bernardo Silva , Raheem Sterling , Jordan Pickford , Michael Keane , Phil Jagielka , Ashley Williams , Tom Davies , Idrissa Gueye , Leighton Baines , Morgan Schneiderlin , Mason Holgate , Wayne Rooney , Dominic Calvert-Lewin , Muhamed Besic , Gylfi Sigurdsson , Davy Klaassen 
22358,Stoke City,Arsenal,1,0,1, Jack Butland , Geoff Cameron , Kurt Zouma , Ryan Shawcross , Darren Fletcher , Mame Biram Diouf , Joe Allen , Erik Pieters , Jese , Xherdan Shaqiri , Eric Maxim Choupo-Moting , Bruno Martins Indi , Ramadan Sobhi , Saido Berahino , Petr Cech , Shkodran Mustafi , Nacho Monreal , Sead Kolasinac , Alex Oxlade-Chamberlain , Hector Bellerin , Aaron Ramsey , Granit Xhaka , Alexandre Lacazette , Danny Welbeck , Mesut Ozil , Alex Iwobi , Theo Walcott , Olivier Giroud 
22359,Swansea City,Manchester United,0,4,-1, Lukasz Fabianski , Alfie Mawson , Federico Fernandez , Kyle Bartley , Tom Carroll , Roque Mesa , Kyle Naughton , Leroy Fer , Martin Olsson , Jordan Ayew , Tammy Abraham , Luciano Narsingh , Wayne Routledge , Oliver McBurnie , David de Gea , Eric Bailly , Daley Blind , Phil Jones , Antonio Valencia , Marcus Rashford , Henrikh Mkhitaryan , Paul Pogba , Nemanja Matic , Juan Mata , Romelu Lukaku , Ander Herrera , Marouane Fellaini , Anthony Martial 
22360,Tottenham Hotspur,Chelsea,1,2,-1, Hugo Lloris , Toby Alderweireld , Ben Davies , Kieran Trippier  , Jan Vertonghen , Eric Dier , Victor Wanyama , Christian Eriksen , Mousa Dembele , Dele Alli , Harry Kane , Moussa Sissoko , Son Heung-Min , Vincent Janssen  , Thibaut Courtois , Andreas Christensen , Antonio Rudiger , Cesar Azpilicueta , Victor Moses , NGolo Kante , Tiemoue Bakayoko , David Luiz , Marcos Alonso , Willian , Alvaro Morata , Pedro , Michy Batshuayi ,
22361,West Ham United,Southampton,3,0,1, Joe Hart , Aaron Cresswell , Declan Rice , Angelo Ogbonna , Pablo Zabaleta , Mark Noble , Cheikhou Kouyate , Arthur Masuaku , Marko Arnautovic , Michail Antonio , Joao Mario , Edimilson Fernandes , Josh Cullen , Jordan Hugill , Alex McCarthy , Wesley Hoedt , Ryan Bertrand , Cedric Soares , Jack Stephens , Nathan Redmond , Pierre-Emile Hojbjerg , Dusan Tadic , Mario Lemina , Charlie Austin , Manolo Gabbiadini , Sofiane Boufal , Guido Carrillo , Shane Long 
22362,AFC Bournemouth,Manchester City,1,2,-1, Asmir Begovic , Tyrone Mings , Nathan Ake , Charlie Daniels , Steve Cook , Adam Smith , Dan Gosling , Andrew Surman , Harry Arter , Jermain Defoe , Joshua King , Lys Mousset  , Benik Afobe  ,, Ederson , Benjamin Mendy , Danilo , Nicolas Otamendi , Vincent Kompany , David Silva  , Kevin De Bruyne , Fernandinho , Raheem Sterling , Gabriel Jesus , Bernardo Silva , John Stones  , Leroy Sane , Sergio Aguero 
22363,Chelsea,Everton,2,0,1, Thibaut Courtois , David Luiz , Antonio Rudiger , Cesar Azpilicueta , Victor Moses , Cesc Fabregas , Marcos Alonso , NGolo Kante , Pedro , Willian , Alvaro Morata , Andreas Christensen , Tiemoue Bakayoko , Michy Batshuayi , Jordan Pickford , Phil Jagielka , Ashley Williams , Michael Keane , Idrissa Gueye , Tom Davies , Leighton Baines , Mason Holgate , Gylfi Sigurdsson , Wayne Rooney , Sandro Ramirez , Aaron Lennon , Muhamed Besic , Dominic Calvert-Lewin 
22364,Crystal Palace,Swansea City,0,2,-1, Wayne Hennessey , Scott Dann , James Tomkins , Timothy Fosu-Mensah , Patrick van Aanholt , Joel Ward , Luka Milivojevic , Jason Puncheon , James McArthur , Christian Benteke , Andros Townsend , Martin Kelly , Chung-Yong Lee , Yohan Cabaye , Lukasz Fabianski , Federico Fernandez , Alfie Mawson , Mike van der Hoorn , Tom Carroll , Martin Olsson , Leroy Fer , Sam Clucas , Kyle Naughton , Jordan Ayew , Tammy Abraham , Angel Rangel , Wayne Routledge , Oliver McBurnie 
22365,Huddersfield Town,Southampton,0,0,0, Jonas Lossl , Christopher Schindler , Chris Lowe , Zanka , Tommy Smith , Rajiv van La Parra , Aaron Mooy , Philip Billing , Elias Kachunga , Tom Ince , Steve Mounie , Kasey Palmer , Danny Williams , Collin Quaner , Fraser Forster , Maya Yoshida , Jack Stephens , Ryan Bertrand , Cedric Soares , Steven Davis , Nathan Redmond , Oriol Romeu , Dusan Tadic , Mario Lemina , Manolo Gabbiadini , Sam McQueen , James Ward-Prowse , Shane Long 
22366,Liverpool,Arsenal,4,0,1, Loris Karius , Dejan Lovren , Joseph Gomez , Joel Matip , Alberto Moreno , Georginio Wijnaldum , Jordan Henderson , Emre Can , Sadio Mane , Mohamed Salah , Roberto Firmino , James Milner , Marko Grujic , Daniel Sturridge , Petr Cech , Rob Holding , Nacho Monreal , Laurent Koscielny , Hector Bellerin , Aaron Ramsey , Granit Xhaka , Alex Oxlade-Chamberlain , Mesut Ozil , Danny Welbeck , Alexis Sanchez , Francis Coquelin , Olivier Giroud , Alexandre Lacazette 
22367,Manchester United,Leicester City,2,0,1, David de Gea , Antonio Valencia , Eric Bailly , Daley Blind , Phil Jones , Anthony Martial , Paul Pogba , Henrikh Mkhitaryan , Juan Mata , Nemanja Matic , Romelu Lukaku , Jesse Lingard , Marouane Fellaini , Marcus Rashford , Kasper Schmeichel , Wes Morgan , Christian Fuchs , Danny Simpson , Harry Maguire , Matty James , Wilfred Ndidi , Marc Albrighton , Riyad Mahrez , Jamie Vardy , Shinji Okazaki , Andy King , Demarai Gray , Islam Slimani 
22368,Newcastle United,West Ham United,3,0,1, Robert Elliot , Chancel Mbemba , Jamaal Lascelles , Javier Manquillo , Ciaran Clark , Christian Atsu , Isaac Hayden , Ayoze Perez , Matt Ritchie , Mikel Merino , Joselu , Jacob Murphy , Mohamed Diame , Aleksandar Mitrovic , Joe Hart , Aaron Cresswell , Angelo Ogbonna , James Collins , Pablo Zabaleta , Edimilson Fernandes , Andre Ayew , Declan Rice , Michail Antonio , Mark Noble , Chicharito , Cheikhou Kouyate , Manuel Lanzini , Diafra Sakho 
22369,Tottenham Hotspur,Burnley,1,1,0, Hugo Lloris , Ben Davies , Jan Vertonghen , Kieran Trippier , Toby Alderweireld , Dele Alli , Christian Eriksen , Son Heung-Min , Mousa Dembele  , Eric Dier , Harry Kane , Davinson Sanchez  , Moussa Sissoko , Harry Winks , Tom Heaton , Matthew Lowton , Stephen Ward , Ben Mee , James Tarkowski , Steven Defour , Jack Cork , Johann Gudmundsson , Robbie Brady , Scott Arfield , Sam Vokes , Ashley Westwood , Ashley Barnes , Chris Wood 
22370,Watford,Brighton and Hove Albion,0,0,0, Heurelho Gomes , Sebastian Prodl , Christian Kabasele , Kiko Femenia , Miguel Britos , Nathaniel Chalobah , Tom Cleverley , Abdoulaye Doucoure , Richarlison , Nordin Amrabat , Andre Gray , Craig Cathcart , Andre Carrillo , Troy Deeney , Mat Ryan , Bruno , Markus Suttner , Shane Duffy , Lewis Dunk , Dale Stephens , Solly March , Anthony Knockaert , Davy Propper , Tomer Hemed , Pascal Gross  , Liam Rosenior , Jamie Murphy  , Jose Izquierdo 
22371,West Bromwich Albion,Stoke City,1,1,0, Ben Foster , Craig Dawson , Ahmed Hegazi , Allan Nyom , Chris Brunt , Gareth Barry , James Morrison , Matt Phillips , Jay Rodriguez , Jake Livermore , Salomon Rondon , James McClean , Oliver Burke , Claudio Yacob , Jack Butland , Kurt Zouma , Ryan Shawcross , Bruno Martins Indi , Joe Allen , Erik Pieters , Geoff Cameron , Darren Fletcher , Xherdan Shaqiri , Jese , Eric Maxim Choupo-Moting , Ramadan Sobhi , Peter Crouch ,
22372,Arsenal,AFC Bournemouth,3,0,1, Petr Cech , Laurent Koscielny , Nacho Monreal , Shkodran Mustafi , Granit Xhaka , Hector Bellerin , Aaron Ramsey , Sead Kolasinac , Danny Welbeck , Mesut Ozil , Alexandre Lacazette , Francis Coquelin , Olivier Giroud , Alexis Sanchez , Asmir Begovic , Steve Cook , Nathan Ake , Tyrone Mings , Adam Smith , Ryan Fraser , Harry Arter , Dan Gosling , Charlie Daniels , Joshua King , Jermain Defoe , Simon Francis , Jordon Ibe , Lys Mousset 
22373,Brighton and Hove Albion,West Bromwich Albion,3,1,1, Mat Ryan , Lewis Dunk , Shane Duffy , Bruno , Markus Suttner , Dale Stephens , Anthony Knockaert , Solly March , Davy Propper , Tomer Hemed , Pascal Gross , Liam Rosenior , Glenn Murray ,, Ben Foster , Ahmed Hegazi , Craig Dawson , Allan Nyom , Jonny Evans , Matt Phillips , Gareth Barry , Jay Rodriguez , Grzegorz Krychowiak , Jake Livermore , Salomon Rondon , Kieran Gibbs , James Morrison , Oliver Burke 
22374,Burnley,Crystal Palace,1,0,1, Tom Heaton , Stephen Ward , Ben Mee , Matthew Lowton , James Tarkowski , Johann Gudmundsson , Steven Defour , Robbie Brady , Jack Cork , Chris Wood , Sam Vokes , Nick Pope , Ashley Westwood , Ashley Barnes , Wayne Hennessey , Timothy Fosu-Mensah , Jeffrey Schlupp , Joel Ward , Scott Dann , James McArthur , Jason Puncheon , Yohan Cabaye , Andros Townsend , Chung-Yong Lee , Christian Benteke , Jairo Riedewald , Levi Lumeka ,
22375,Everton,Tottenham Hotspur,0,3,-1, Jordan Pickford , Cuco Martina , Ashley Williams , Michael Keane , Leighton Baines , Gylfi Sigurdsson , Idrissa Gueye , Morgan Schneiderlin , Wayne Rooney , Davy Klaassen , Sandro Ramirez , Tom Davies , Dominic Calvert-Lewin , Nikola Vlasic , Hugo Lloris , Davinson Sanchez , Jan Vertonghen , Toby Alderweireld , Eric Dier , Ben Davies , Kieran Trippier , Moussa Sissoko , Christian Eriksen , Dele Alli , Harry Kane , Mousa Dembele , Son Heung-Min , Harry Winks 
22376,Leicester City,Chelsea,1,2,-1, Kasper Schmeichel , Christian Fuchs , Harry Maguire , Danny Simpson , Wes Morgan , Marc Albrighton , Riyad Mahrez , Wilfred Ndidi , Matty James , Islam Slimani , Jamie Vardy , Demarai Gray , Andy King , Kelechi Iheanacho , Thibaut Courtois , Antonio Rudiger , David Luiz , Cesar Azpilicueta , Marcos Alonso , NGolo Kante , Tiemoue Bakayoko , Victor Moses , Alvaro Morata , Pedro , Cesc Fabregas , Davide Zappacosta , Eden Hazard , Willian 
22377,Manchester City,Liverpool,5,0,1, Ederson  , Nicolas Otamendi , Danilo , John Stones , Fernandinho , Benjamin Mendy , Kevin De Bruyne , David Silva , Kyle Walker , Sergio Aguero , Gabriel Jesus , Claudio Bravo  , Eliaquim Mangala , Leroy Sane , Simon Mignolet , Ragnar Klavan , Joel Matip , Trent Alexander-Arnold , Alberto Moreno , Emre Can , Jordan Henderson , Georginio Wijnaldum , Roberto Firmino , Mohamed Salah , Sadio Mane , James Milner , Alex Oxlade-Chamberlain , Dominic Solanke 
22378,Southampton,Watford,0,2,-1, Fraser Forster , Ryan Bertrand , Jack Stephens , Wesley Hoedt , Cedric Soares , Oriol Romeu , Nathan Redmond , James Ward-Prowse , Sofiane Boufal , Steven Davis , Manolo Gabbiadini , Dusan Tadic , Charlie Austin , Shane Long , Heurelho Gomes , Kiko Femenia , Christian Kabasele , Younes Kaboul , Jose Holebas , Andre Carrillo , Abdoulaye Doucoure , Nathaniel Chalobah , Richarlison , Tom Cleverley , Andre Gray , Adrian Mariappa , Daryl Janmaat , Troy Deeney 
22379,Stoke City,Manchester United,2,2,0, Jack Butland , Geoff Cameron , Kurt Zouma , Kevin Wimmer , Erik Pieters , Darren Fletcher , Joe Allen , Mame Biram Diouf , Jese , Xherdan Shaqiri , Eric Maxim Choupo-Moting , Bruno Martins Indi , Saido Berahino ,, David de Gea , Phil Jones , Eric Bailly , Antonio Valencia , Matteo Darmian , Paul Pogba , Nemanja Matic , Ander Herrera , Henrikh Mkhitaryan , Romelu Lukaku , Marcus Rashford , Juan Mata , Jesse Lingard , Anthony Martial 
22380,Swansea City,Newcastle United,0,1,-1, Lukasz Fabianski , Kyle Naughton , Alfie Mawson , Martin Olsson , Federico Fernandez , Tom Carroll , Leroy Fer , Renato Sanches , Sam Clucas , Jordan Ayew , Tammy Abraham , Luciano Narsingh , Wilfried Bony ,, Robert Elliot , Javier Manquillo , Jesus Gamez , Ciaran Clark , Jamaal Lascelles , Ayoze Perez , Isaac Hayden , Jacob Murphy , Matt Ritchie , Mikel Merino , Joselu , Christian Atsu , Mohamed Diame , Dwight Gayle 
22381,West Ham United,Huddersfield Town,2,0,1, Joe Hart , Winston Reid , Jose Fonte , James Collins , Pablo Zabaleta , Pedro Obiang  , Aaron Cresswell , Cheikhou Kouyate , Chicharito , Andy Carroll , Michail Antonio , Declan Rice  , Andre Ayew , Diafra Sakho , Jonas Lossl , Tommy Smith , Christopher Schindler , Zanka , Chris Lowe , Aaron Mooy , Philip Billing , Elias Kachunga , Tom Ince , Rajiv van La Parra , Steve Mounie , Scott Malone , Abdelhamid Sabiri , Laurent Depoitre 
22382,AFC Bournemouth,Brighton and Hove Albion,2,1,1, Asmir Begovic , Nathan Ake , Simon Francis , Adam Smith , Charlie Daniels , Marc Pugh , Ryan Fraser , Harry Arter , Andrew Surman , Jermain Defoe , Joshua King  , Jordon Ibe , Dan Gosling  , Benik Afobe , Mat Ryan , Liam Rosenior , Shane Duffy , Lewis Dunk , Markus Suttner , Dale Stephens , Anthony Knockaert , Solly March , Davy Propper , Tomer Hemed , Pascal Gross , Jose Izquierdo , Glenn Murray ,
22383,Chelsea,Arsenal,0,0,0, Thibaut Courtois , Gary Cahill , Cesar Azpilicueta , David Luiz , NGolo Kante , Marcos Alonso , Victor Moses , Cesc Fabregas , Alvaro Morata , Pedro , Willian , Andreas Christensen , Tiemoue Bakayoko , Eden Hazard , Petr Cech , Laurent Koscielny , Nacho Monreal , Shkodran Mustafi , Granit Xhaka , Hector Bellerin , Aaron Ramsey , Sead Kolasinac , Alex Iwobi , Danny Welbeck , Alexandre Lacazette , Mohamed Elneny , Olivier Giroud , Alexis Sanchez 
22384,Crystal Palace,Southampton,0,1,-1, Wayne Hennessey , Jeffrey Schlupp , Timothy Fosu-Mensah , Scott Dann , Joel Ward , Yohan Cabaye , Jason Puncheon , James McArthur , Andros Townsend , Christian Benteke , Ruben Loftus-Cheek , Luka Milivojevic , Bakary Sako ,, Fraser Forster , Ryan Bertrand , Wesley Hoedt , Maya Yoshida , Cedric Soares , Mario Lemina , Oriol Romeu , Nathan Redmond , Steven Davis , Dusan Tadic , Shane Long  , Virgil van Dijk , James Ward-Prowse , Manolo Gabbiadini  
22385,Huddersfield Town,Leicester City,1,1,0, Jonas Lossl , Christopher Schindler , Chris Lowe , Zanka , Tommy Smith , Danny Williams , Aaron Mooy , Tom Ince , Elias Kachunga , Abdelhamid Sabiri , Laurent Depoitre  , Jonathan Hogg , Rajiv van La Parra  , Collin Quaner , Kasper Schmeichel , Danny Simpson , Ben Chilwell , Wes Morgan , Harry Maguire , Riyad Mahrez , Wilfred Ndidi , Andy King , Marc Albrighton , Jamie Vardy , Kelechi Iheanacho , Demarai Gray , Shinji Okazaki , Islam Slimani 
22386,Liverpool,Burnley,1,1,0, Simon Mignolet , Joel Matip , Andrew Robertson , Trent Alexander-Arnold , Ragnar Klavan , James Milner , Coutinho , Emre Can , Mohamed Salah , Daniel Sturridge , Roberto Firmino , Alex Oxlade-Chamberlain , Dominic Solanke ,, Nick Pope , Stephen Ward , Ben Mee , Matthew Lowton , James Tarkowski , Johann Gudmundsson , Steven Defour , Robbie Brady , Jack Cork , Chris Wood , Scott Arfield , Ashley Westwood , Ashley Barnes , Sam Vokes 
22387,Manchester United,Everton,4,0,1, David de Gea , Phil Jones , Eric Bailly , Ashley Young , Antonio Valencia , Nemanja Matic , Juan Mata , Marcus Rashford , Henrikh Mkhitaryan , Marouane Fellaini , Romelu Lukaku , Ander Herrera , Jesse Lingard , Anthony Martial , Jordan Pickford , Phil Jagielka , Ashley Williams , Michael Keane , Cuco Martina , Leighton Baines , Morgan Schneiderlin , Idrissa Gueye , Tom Davies , Gylfi Sigurdsson , Wayne Rooney , Kevin Mirallas , Sandro Ramirez , Dominic Calvert-Lewin 
22388,Newcastle United,Stoke City,2,1,1, Robert Elliot , Ciaran Clark , DeAndre Yedlin , Chancel Mbemba , Jamaal Lascelles , Isaac Hayden , Matt Ritchie , Ayoze Perez , Christian Atsu , Mikel Merino , Joselu , Jonjo Shelvey , Mohamed Diame , Dwight Gayle , Jack Butland , Bruno Martins Indi , Kevin Wimmer , Kurt Zouma , Darren Fletcher , Erik Pieters , Joe Allen , Mame Biram Diouf , Jese , Xherdan Shaqiri , Eric Maxim Choupo-Moting , Ramadan Sobhi , Peter Crouch ,
22389,Tottenham Hotspur,Swansea City,0,0,0, Hugo Lloris , Davinson Sanchez , Jan Vertonghen , Toby Alderweireld , Kieran Trippier , Eric Dier , Son Heung-Min , Christian Eriksen , Moussa Sissoko , Harry Kane , Dele Alli , Serge Aurier , Fernando Llorente ,, Lukasz Fabianski , Alfie Mawson , Mike van der Hoorn , Federico Fernandez , Tom Carroll , Kyle Naughton , Renato Sanches , Sam Clucas , Martin Olsson , Jordan Ayew , Tammy Abraham , Leroy Fer , Wayne Routledge , Wilfried Bony 
22390,Watford,Manchester City,0,6,-1, Heurelho Gomes , Christian Kabasele , Adrian Mariappa , Jose Holebas , Daryl Janmaat , Andre Carrillo , Tom Cleverley , Richarlison , Abdoulaye Doucoure , Nathaniel Chalobah , Andre Gray , Etienne Capoue , Roberto Pereyra , Troy Deeney , Ederson , Nicolas Otamendi , John Stones , Benjamin Mendy , Kyle Walker , Fernandinho , Kevin De Bruyne , David Silva , Raheem Sterling , Sergio Aguero , Gabriel Jesus , Ilkay Gundogan , Bernardo Silva , Leroy Sane 
22391,West Bromwich Albion,West Ham United,0,0,0, Ben Foster , Ahmed Hegazi , Kieran Gibbs , Craig Dawson , Jonny Evans , Grzegorz Krychowiak , Chris Brunt , James Morrison , Matt Phillips , Gareth Barry , Jay Rodriguez , Allan Nyom , James McClean , Hal Robson-Kanu , Joe Hart , Winston Reid , Jose Fonte , James Collins , Pablo Zabaleta , Pedro Obiang , Aaron Cresswell , Cheikhou Kouyate , Chicharito , Andy Carroll , Michail Antonio , Andre Ayew , Marko Arnautovic , Diafra Sakho 
22392,Arsenal,West Bromwich Albion,2,0,1, Petr Cech , Shkodran Mustafi , Laurent Koscielny , Nacho Monreal , Granit Xhaka , Mohamed Elneny , Sead Kolasinac , Hector Bellerin , Aaron Ramsey  , Alexandre Lacazette , Alexis Sanchez , Mesut Ozil , Ainsley Maitland-Niles  , Olivier Giroud , Ben Foster , Ahmed Hegazi , Jonny Evans , Craig Dawson , Kieran Gibbs , Gareth Barry , Grzegorz Krychowiak , Allan Nyom , Jake Livermore , Hal Robson-Kanu , Jay Rodriguez , James Morrison , Matt Phillips , Salomon Rondon 
